Date,Region,Product,Quantity Sold,Unit Price,Total Sales
2023-03-14,North,Widget B,8,16.48,131.84
2023-03-14,North,Widget C,17,19.52,331.84
2023-03-14,North,Widget D,1,79.24,79.24
2023-03-14,South,Widget A,14,16.29,228.06
2023-03-14,South,Widget B,4,43.55,174.2
2023-03-14,South,Widget C,15,69.32,1039.8
2023-03-14,South,Widget D,20,52.1,1042.0
2023-03-14,East,Widget A,14,95.56,1337.84
2023-03-14,East,Widget B,7,50.95,356.65
2023-03-14,East,Widget C,14,32.37,453.18
2023-03-14,East,Widget D,17,62.92,1069.64
2023-03-14,West,Widget A,9,15.05,135.45
2023-03-14,West,Widget B,10,21.86,218.6
2023-03-14,West,Widget C,20,33.01,660.2
2023-03-14,West,Widget D,11,15.19,167.09
2023-03-15,North,Widget A,20,99.56,1991.2
2023-03-15,North,Widget B,16,47.93,766.88
2023-03-15,North,Widget C,3,51.2,153.6
2023-03-15,North,Widget D,13,45.72,594.36
2023-03-15,South,Widget A,13,49.35,641.55
2023-03-15,South,Widget B,20,33.22,664.4
2023-03-15,South,Widget C,20,28.58,571.6
2023-03-15,South,Widget D,11,33.73,371.03
2023-03-15,East,Widget A,2,93.74,187.48
2023-03-15,East,Widget B,15,97.98,1469.7
2023-03-15,East,Widget C,17,12.4,210.8
2023-03-15,East,Widget D,11,66.43,730.73
2023-03-15,West,Widget A,13,54.68,710.84
2023-03-15,West,Widget B,11,75.54,830.94
2023-03-15,West,Widget C,15,27.59,413.85
2023-03-15,West,Widget D,13,31.4,408.2
2023-03-16,North,Widget A,14,39.19,548.66
2023-03-16,North,Widget B,4,43.57,174.28
2023-03-16,North,Widget C,5,12.25,61.25
2023-03-16,North,Widget D,13,80.68,1048.84
2023-03-16,South,Widget A,11,19.6,215.6
2023-03-16,South,Widget B,18,43.98,791.64
2023-03-16,South,Widget C,10,75.31,753.1
2023-03-16,South,Widget D,13,68.94,896.22
2023-03-16,East,Widget A,8,65.28,522.24
2023-03-16,East,Widget B,18,78.41,1411.38
2023-03-16,East,Widget C,18,21.58,388.44
2023-03-16,East,Widget D,20,72.5,1450.0
2023-03-16,West,Widget A,18,10.65,191.7
2023-03-16,West,Widget B,10,51.26,512.6
2023-03-16,West,Widget C,15,82.37,1235.55
2023-03-16,West,Widget D,2,82.67,165.34
2023-03-17,North,Widget A,20,84.66,1693.2
2023-03-17,North,Widget B,20,99.8,1996.0
2023-03-17,North,Widget C,3,13.54,40.62
2023-03-17,North,Widget D,13,49.31,641.03
2023-03-17,South,Widget A,17,96.3,1637.1
2023-03-17,South,Widget B,13,55.69,723.97
2023-03-17,South,Widget C,8,69.27,554.16
2023-03-17,South,Widget D,8,75.63,605.04
2023-03-17,East,Widget A,11,27.4,301.4
2023-03-17,East,Widget B,6,82.12,492.72
2023-03-17,East,Widget C,8,66.05,528.4
2023-03-17,East,Widget D,7,54.18,379.26
2023-03-17,West,Widget A,18,68.16,1226.88
2023-03-17,West,Widget B,13,42.85,557.05
2023-03-17,West,Widget C,15,63.66,954.9
2023-03-17,West,Widget D,15,75.56,1133.4
2023-03-18,North,Widget A,14,16.69,233.66
2023-03-18,North,Widget B,20,51.87,1037.4
2023-03-18,North,Widget C,1,37.44,37.44
2023-03-18,North,Widget D,18,90.37,1626.66
2023-03-18,South,Widget A,13,26.33,342.29
2023-03-18,South,Widget B,5,12.56,62.8
2023-03-18,South,Widget C,1,41.4,41.4
2023-03-18,South,Widget D,2,56.22,112.44
2023-03-18,East,Widget A,7,76.49,535.43
2023-03-18,East,Widget B,17,33.56,570.52
2023-03-18,East,Widget C,13,52.6,683.8
2023-03-18,East,Widget D,14,26.33,368.62
2023-03-18,West,Widget A,20,94.05,1881.0
2023-03-18,West,Widget B,10,69.02,690.2
2023-03-18,West,Widget C,15,82.58,1238.7
2023-03-18,West,Widget D,11,95.16,1046.76
2023-03-19,North,Widget A,12,43.87,526.44
2023-03-19,North,Widget B,8,11.89,95.12
2023-03-19,North,Widget C,15,65.33,979.95
2023-03-19,North,Widget D,19,54.98,1044.62
2023-03-19,South,Widget A,16,31.02,496.32
2023-03-19,South,Widget B,4,68.69,274.76
2023-03-19,South,Widget C,19,85.65,1627.35
2023-03-19,South,Widget D,13,62.63,814.19
2023-03-19,East,Widget A,19,42.82,813.58
2023-03-19,East,Widget B,9,33.17,298.53
2023-03-19,East,Widget C,10,33.91,339.1
2023-03-19,East,Widget D,4,47.01,188.04
2023-03-19,West,Widget A,14,46.43,650.02
2023-03-19,West,Widget B,16,61.41,982.56
2023-03-19,West,Widget C,13,89.93,1169.09
2023-03-19,West,Widget D,13,47.58,618.54
2023-03-20,North,Widget A,9,65.69,591.21
2023-03-20,North,Widget B,20,54.83,1096.6
2023-03-20,North,Widget C,6,28.39,170.34
2023-03-20,North,Widget D,19,69.97,1329.43
2023-03-20,South,Widget A,14,50.42,705.88
2023-03-20,South,Widget B,15,45.3,679.5
2023-03-20,South,Widget C,8,47.96,383.68
2023-03-20,South,Widget D,5,86.2,431.0
2023-03-20,East,Widget A,16,42.91,686.56
2023-03-20,East,Widget B,7,25.71,179.97
2023-03-20,East,Widget C,18,97.22,1749.96
2023-03-20,East,Widget D,6,14.85,89.1
2023-03-20,West,Widget A,4,36.64,146.56
2023-03-20,West,Widget B,16,83.96,1343.36
2023-03-20,West,Widget C,20,81.96,1639.2
2023-03-20,West,Widget D,15,35.01,525.15
2023-03-21,North,Widget A,3,82.86,248.58
2023-03-21,North,Widget B,6,52.44,314.64
2023-03-21,North,Widget C,10,11.79,117.9
2023-03-21,North,Widget D,1,66.62,66.62
2023-03-21,South,Widget A,10,97.26,972.6
2023-03-21,South,Widget B,5,91.2,456.0
2023-03-21,South,Widget C,5,77.87,389.35
2023-03-21,South,Widget D,2,31.23,62.46
2023-03-21,East,Widget A,1,36.18,36.18
2023-03-21,East,Widget B,11,62.98,692.78
2023-03-21,East,Widget C,20,39.31,786.2
2023-03-21,East,Widget D,1,46.6,46.6
2023-03-21,West,Widget A,13,85.68,1113.84
2023-03-21,West,Widget B,14,18.97,265.58
2023-03-21,West,Widget C,14,73.54,1029.56
2023-03-21,West,Widget D,8,21.17,169.36
2023-03-22,North,Widget A,2,57.07,114.14
2023-03-22,North,Widget B,8,81.58,652.64
2023-03-22,North,Widget C,6,88.77,532.62
2023-03-22,North,Widget D,20,88.95,1779.0
2023-03-22,South,Widget A,8,19.89,159.12
2023-03-22,South,Widget B,1,80.47,80.47
2023-03-22,South,Widget C,1,74.72,74.72
2023-03-22,South,Widget D,15,66.86,1002.9
2023-03-22,East,Widget A,3,18.38,55.14
2023-03-22,East,Widget B,13,98.95,1286.35
2023-03-22,East,Widget C,4,16.77,67.08
2023-03-22,East,Widget D,19,30.71,583.49
2023-03-22,West,Widget A,18,78.85,1419.3
2023-03-22,West,Widget B,15,11.48,172.2
2023-03-22,West,Widget C,13,54.57,709.41
2023-03-22,West,Widget D,6,88.24,529.44
2023-03-23,North,Widget A,6,46.6,279.6
2023-03-23,North,Widget B,1,72.6,72.6
2023-03-23,North,Widget C,15,56.34,845.1
2023-03-23,North,Widget D,12,71.15,853.8
2023-03-23,South,Widget A,7,21.19,148.33
2023-03-23,South,Widget B,13,41.76,542.88
2023-03-23,South,Widget C,2,81.77,163.54
2023-03-23,South,Widget D,16,13.71,219.36
2023-03-23,East,Widget A,10,24.49,244.9
2023-03-23,East,Widget B,1,52.25,52.25
2023-03-23,East,Widget C,19,17.88,339.72
2023-03-23,East,Widget D,11,68.38,752.18
2023-03-23,West,Widget A,4,26.76,107.04
2023-03-23,West,Widget B,11,13.3,146.3
2023-03-23,West,Widget C,9,56.14,505.26
2023-03-23,West,Widget D,8,42.62,340.96
2023-03-24,North,Widget A,2,53.69,107.38
2023-03-24,North,Widget B,10,99.98,999.8
2023-03-24,North,Widget C,2,14.47,28.94
2023-03-24,North,Widget D,12,40.18,482.16
2023-03-24,South,Widget A,3,95.68,287.04
2023-03-24,South,Widget B,2,45.82,91.64
2023-03-24,South,Widget C,5,98.01,490.05
2023-03-24,South,Widget D,17,64.99,1104.83
2023-03-24,East,Widget A,7,36.44,255.08
2023-03-24,East,Widget B,16,77.71,1243.36
2023-03-24,East,Widget C,17,14.8,251.6
2023-03-24,East,Widget D,3,57.25,171.75
2023-03-24,West,Widget A,14,52.69,737.66
2023-03-24,West,Widget B,3,80.58,241.74
2023-03-24,West,Widget C,15,87.68,1315.2
2023-03-24,West,Widget D,6,51.39,308.34
2023-03-25,North,Widget A,1,25.09,25.09
2023-03-25,North,Widget B,13,66.02,858.26
2023-03-25,North,Widget C,18,60.51,1089.18
2023-03-25,North,Widget D,11,23.98,263.78
2023-03-25,South,Widget A,8,81.84,654.72
2023-03-25,South,Widget B,7,44.98,314.86
2023-03-25,South,Widget C,5,61.24,306.2
2023-03-25,South,Widget D,15,53.1,796.5
2023-03-25,East,Widget A,11,69.14,760.54
2023-03-25,East,Widget B,5,60.27,301.35
2023-03-25,East,Widget C,12,63.23,758.76
2023-03-25,East,Widget D,8,45.73,365.84
2023-03-25,West,Widget A,10,38.81,388.1
2023-03-25,West,Widget B,3,61.16,183.48
2023-03-25,West,Widget C,11,40.68,447.48
2023-03-25,West,Widget D,10,37.43,374.3
2023-03-26,North,Widget A,8,30.38,243.04
2023-03-26,North,Widget B,7,24.8,173.6
2023-03-26,North,Widget C,5,77.46,387.3
2023-03-26,North,Widget D,13,78.7,1023.1
2023-03-26,South,Widget A,8,76.05,608.4
2023-03-26,South,Widget B,3,82.08,246.24
2023-03-26,South,Widget C,17,75.12,1277.04
2023-03-26,South,Widget D,20,69.63,1392.6
2023-03-26,East,Widget A,18,90.97,1637.46
2023-03-26,East,Widget B,7,88.39,618.73
2023-03-26,East,Widget C,9,65.87,592.83
2023-03-26,East,Widget D,3,84.41,253.23
2023-03-26,West,Widget A,20,35.14,702.8
2023-03-26,West,Widget B,16,55.3,884.8
2023-03-26,West,Widget C,11,54.01,594.11
2023-03-26,West,Widget D,19,86.82,1649.58
2023-03-27,North,Widget A,11,61.96,681.56
2023-03-27,North,Widget B,14,11.12,155.68
2023-03-27,North,Widget C,15,65.45,981.75
2023-03-27,North,Widget D,19,41.04,779.76
2023-03-27,South,Widget A,4,58.5,234.0
2023-03-27,South,Widget B,6,46.18,277.08
2023-03-27,South,Widget C,17,44.61,758.37
2023-03-27,South,Widget D,11,43.86,482.46
2023-03-27,East,Widget A,17,55.88,949.96
2023-03-27,East,Widget B,3,35.11,105.33
2023-03-27,East,Widget C,19,35.23,669.37
2023-03-27,East,Widget D,6,36.97,221.82
2023-03-27,West,Widget A,6,24.39,146.34
2023-03-27,West,Widget B,14,81.62,1142.68
2023-03-27,West,Widget C,9,10.33,92.97
2023-03-27,West,Widget D,16,86.52,1384.32
2023-03-28,North,Widget A,17,19.29,327.93
2023-03-28,North,Widget B,7,21.34,149.38
2023-03-28,North,Widget C,16,17.76,284.16
2023-03-28,North,Widget D,15,68.96,1034.4
2023-03-28,South,Widget A,16,89.99,1439.84
2023-03-28,South,Widget B,18,74.93,1348.74
2023-03-28,South,Widget C,17,97.37,1655.29
2023-03-28,South,Widget D,14,73.95,1035.3
2023-03-28,East,Widget A,5,53.73,268.65
2023-03-28,East,Widget B,10,63.35,633.5
2023-03-28,East,Widget C,18,78.91,1420.38
2023-03-28,East,Widget D,6,18.31,109.86
2023-03-28,West,Widget A,19,45.97,873.43
2023-03-28,West,Widget B,1,48.35,48.35
2023-03-28,West,Widget C,5,88.3,441.5
2023-03-28,West,Widget D,19,49.93,948.67
2023-03-29,North,Widget A,16,39.95,639.2
2023-03-29,North,Widget B,2,53.51,107.02
2023-03-29,North,Widget C,15,76.23,1143.45
2023-03-29,North,Widget D,11,48.48,533.28
2023-03-29,South,Widget A,13,46.31,602.03
2023-03-29,South,Widget B,4,10.86,43.44
2023-03-29,South,Widget C,16,64.83,1037.28
2023-03-29,South,Widget D,1,36.17,36.17
2023-03-29,East,Widget A,19,27.28,518.32
2023-03-29,East,Widget B,4,57.61,230.44
2023-03-29,East,Widget C,5,99.46,497.3
2023-03-29,East,Widget D,19,52.33,994.27
2023-03-29,West,Widget A,12,97.04,1164.48
2023-03-29,West,Widget B,18,75.92,1366.56
2023-03-29,West,Widget C,12,69.49,833.88
2023-03-29,West,Widget D,10,31.8,318.0
2023-03-30,North,Widget A,15,78.28,1174.2
2023-03-30,North,Widget B,18,31.35,564.3
2023-03-30,North,Widget C,6,82.76,496.56
2023-03-30,North,Widget D,11,28.87,317.57
2023-03-30,South,Widget A,13,96.21,1250.73
2023-03-30,South,Widget B,7,82.12,574.84
2023-03-30,South,Widget C,11,42.09,462.99
2023-03-30,South,Widget D,2,40.88,81.76
2023-03-30,East,Widget A,7,90.3,632.1
2023-03-30,East,Widget B,1,58.86,58.86
2023-03-30,East,Widget C,10,90.7,907.0
2023-03-30,East,Widget D,7,17.77,124.39
2023-03-30,West,Widget A,18,45.76,823.68
2023-03-30,West,Widget B,16,46.6,745.6
2023-03-30,West,Widget C,15,36.83,552.45
2023-03-30,West,Widget D,13,22.67,294.71
2023-03-31,North,Widget A,8,81.81,654.48
2023-03-31,North,Widget B,20,85.17,1703.4
2023-03-31,North,Widget C,8,47.93,383.44
2023-03-31,North,Widget D,6,90.35,542.1
2023-03-31,South,Widget A,1,29.7,29.7
2023-03-31,South,Widget B,3,56.68,170.04
2023-03-31,South,Widget C,14,70.18,982.52
2023-03-31,South,Widget D,14,63.88,894.32
2023-03-31,East,Widget A,20,71.14,1422.8
2023-03-31,East,Widget B,9,51.74,465.66
2023-03-31,East,Widget C,2,12.16,24.32
2023-03-31,East,Widget D,3,60.5,181.5
2023-03-31,West,Widget A,8,25.29,202.32
2023-03-31,West,Widget B,4,60.66,242.64
2023-03-31,West,Widget C,6,48.75,292.5
2023-03-31,West,Widget D,8,66.12,528.96
2023-04-01,North,Widget A,13,92.15,1197.95
2023-04-01,North,Widget B,18,40.21,723.78
2023-04-01,North,Widget C,15,47.24,708.6
2023-04-01,North,Widget D,11,71.17,782.87
2023-04-01,South,Widget A,9,50.41,453.69
2023-04-01,South,Widget B,19,46.9,891.1
2023-04-01,South,Widget C,18,81.86,1473.48
2023-04-01,South,Widget D,6,21.46,128.76
2023-04-01,East,Widget A,16,83.87,1341.92
2023-04-01,East,Widget B,10,39.86,398.6
2023-04-01,East,Widget C,14,69.49,972.86
2023-04-01,East,Widget D,9,32.03,288.27
2023-04-01,West,Widget A,2,52.04,104.08
2023-04-01,West,Widget B,7,82.72,579.04
2023-04-01,West,Widget C,12,96.43,1157.16
2023-04-01,West,Widget D,9,26.41,237.69
2023-04-02,North,Widget A,12,42.78,513.36
2023-04-02,North,Widget B,13,91.81,1193.53
2023-04-02,North,Widget C,13,49.97,649.61
2023-04-02,North,Widget D,13,77.39,1006.07
2023-04-02,South,Widget A,9,96.07,864.63
2023-04-02,South,Widget B,12,44.35,532.2
2023-04-02,South,Widget C,12,93.69,1124.28
2023-04-02,South,Widget D,18,85.54,1539.72
2023-04-02,East,Widget A,8,69.48,555.84
2023-04-02,East,Widget B,4,97.68,390.72
2023-04-02,East,Widget C,11,27.79,305.69
2023-04-02,East,Widget D,7,52.99,370.93
2023-04-02,West,Widget A,13,75.79,985.27
2023-04-02,West,Widget B,9,41.68,375.12
2023-04-02,West,Widget C,18,55.96,1007.28
2023-04-02,West,Widget D,8,19.94,159.52
2023-04-03,North,Widget A,20,32.13,642.6
2023-04-03,North,Widget B,6,22.73,136.38
2023-04-03,North,Widget C,5,16.65,83.25
2023-04-03,North,Widget D,7,38.45,269.15
2023-04-03,South,Widget A,4,94.25,377.0
2023-04-03,South,Widget B,12,55.81,669.72
2023-04-03,South,Widget C,5,10.33,51.65
2023-04-03,South,Widget D,3,57.27,171.81
2023-04-03,East,Widget A,7,63.41,443.87
2023-04-03,East,Widget B,8,29.93,239.44
2023-04-03,East,Widget C,5,55.03,275.15
2023-04-03,East,Widget D,12,27.26,327.12
2023-04-03,West,Widget A,1,72.03,72.03
2023-04-03,West,Widget B,2,67.94,135.88
2023-04-03,West,Widget C,6,18.7,112.2
2023-04-03,West,Widget D,17,66.85,1136.45
2023-04-04,North,Widget A,2,89.15,178.3
2023-04-04,North,Widget B,9,76.1,684.9
2023-04-04,North,Widget C,10,98.68,986.8
2023-04-04,North,Widget D,6,30.34,182.04
2023-04-04,South,Widget A,14,49.29,690.06
2023-04-04,South,Widget B,14,54.87,768.18
2023-04-04,South,Widget C,1,77.13,77.13
2023-04-04,South,Widget D,18,26.3,473.4
2023-04-04,East,Widget A,18,51.28,923.04
2023-04-04,East,Widget B,1,98.47,98.47
2023-04-04,East,Widget C,19,22.44,426.36
2023-04-04,East,Widget D,13,43.03,559.39
2023-04-04,West,Widget A,6,63.74,382.44
2023-04-04,West,Widget B,6,96.45,578.7
2023-04-04,West,Widget C,5,45.09,225.45
2023-04-04,West,Widget D,6,58.05,348.3
2023-04-05,North,Widget A,16,28.0,448.0
2023-04-05,North,Widget B,15,54.69,820.35
2023-04-05,North,Widget C,20,83.78,1675.6
2023-04-05,North,Widget D,14,43.65,611.1
2023-04-05,South,Widget A,8,27.77,222.16
2023-04-05,South,Widget B,6,89.09,534.54
2023-04-05,South,Widget C,11,77.55,853.05
2023-04-05,South,Widget D,14,95.61,1338.54
2023-04-05,East,Widget A,17,68.86,1170.62
2023-04-05,East,Widget B,11,84.43,928.73
2023-04-05,East,Widget C,18,57.16,1028.88
2023-04-05,East,Widget D,11,21.28,234.08
2023-04-05,West,Widget A,10,37.66,376.6
2023-04-05,West,Widget B,18,20.94,376.92
2023-04-05,West,Widget C,7,75.16,526.12
2023-04-05,West,Widget D,1,25.48,25.48
2023-04-06,North,Widget A,14,58.39,817.46
2023-04-06,North,Widget B,2,57.14,114.28
2023-04-06,North,Widget C,12,47.73,572.76
2023-04-06,North,Widget D,2,33.83,67.66
2023-04-06,South,Widget A,13,53.39,694.07
2023-04-06,South,Widget B,17,14.09,239.53
2023-04-06,South,Widget C,20,45.12,902.4
2023-04-06,South,Widget D,6,29.19,175.14
2023-04-06,East,Widget A,7,98.24,687.68
2023-04-06,East,Widget B,5,61.27,306.35
2023-04-06,East,Widget C,7,75.72,530.04
2023-04-06,East,Widget D,13,10.35,134.55
2023-04-06,West,Widget A,18,41.29,743.22
2023-04-06,West,Widget B,5,11.44,57.2
2023-04-06,West,Widget C,14,69.7,975.8
2023-04-06,West,Widget D,10,32.36,323.6
2023-04-07,North,Widget A,17,86.67,1473.39
2023-04-07,North,Widget B,7,85.25,596.75
2023-04-07,North,Widget C,3,48.56,145.68
2023-04-07,North,Widget D,7,34.0,238.0
2023-04-07,South,Widget A,18,88.81,1598.58
2023-04-07,South,Widget B,19,90.7,1723.3
2023-04-07,South,Widget C,4,27.72,110.88
2023-04-07,South,Widget D,18,28.39,511.02
2023-04-07,East,Widget A,10,50.96,509.6
2023-04-07,East,Widget B,17,23.29,395.93
2023-04-07,East,Widget C,17,56.77,965.09
2023-04-07,East,Widget D,14,82.7,1157.8
2023-04-07,West,Widget A,20,13.97,279.4
2023-04-07,West,Widget B,9,88.81,799.29
2023-04-07,West,Widget C,16,31.54,504.64
2023-04-07,West,Widget D,16,71.77,1148.32
2023-04-08,North,Widget A,19,38.73,735.87
2023-04-08,North,Widget B,7,12.77,89.39
2023-04-08,North,Widget C,20,59.67,1193.4
2023-04-08,North,Widget D,19,75.66,1437.54
2023-04-08,South,Widget A,20,81.46,1629.2
2023-04-08,South,Widget B,12,76.84,922.08
2023-04-08,South,Widget C,11,45.66,502.26
2023-04-08,South,Widget D,14,16.72,234.08
2023-04-08,East,Widget A,1,10.41,10.41
2023-04-08,East,Widget B,1,81.06,81.06
2023-04-08,East,Widget C,9,80.99,728.91
2023-04-08,East,Widget D,16,79.65,1274.4
2023-04-08,West,Widget A,13,91.08,1184.04
2023-04-08,West,Widget B,8,84.96,679.68
2023-04-08,West,Widget C,17,29.98,509.66
2023-04-08,West,Widget D,19,60.43,1148.17
2023-04-09,North,Widget A,4,71.14,284.56
2023-04-09,North,Widget B,8,45.65,365.2
2023-04-09,North,Widget C,7,84.8,593.6
2023-04-09,North,Widget D,15,49.45,741.75
2023-04-09,South,Widget A,1,16.76,16.76
2023-04-09,South,Widget B,17,70.18,1193.06
2023-04-09,South,Widget C,13,20.9,271.7
2023-04-09,South,Widget D,18,27.01,486.18
2023-04-09,East,Widget A,12,56.98,683.76
2023-04-09,East,Widget B,19,48.29,917.51
2023-04-09,East,Widget C,19,62.26,1182.94
2023-04-09,East,Widget D,16,64.81,1036.96
2023-04-09,West,Widget A,9,26.85,241.65
2023-04-09,West,Widget B,18,14.33,257.94
2023-04-09,West,Widget C,10,13.58,135.8
2023-04-09,West,Widget D,15,68.47,1027.05
2023-04-10,North,Widget A,17,43.53,740.01
2023-04-10,North,Widget B,18,20.48,368.64
2023-04-10,North,Widget C,8,31.92,255.36
2023-04-10,North,Widget D,9,62.35,561.15
2023-04-10,South,Widget A,9,29.99,269.91
2023-04-10,South,Widget B,4,20.78,83.12
2023-04-10,South,Widget C,10,67.28,672.8
2023-04-10,South,Widget D,18,28.28,509.04
2023-04-10,East,Widget A,4,27.37,109.48
2023-04-10,East,Widget B,9,16.08,144.72
2023-04-10,East,Widget C,20,91.64,1832.8
2023-04-10,East,Widget D,8,30.59,244.72
2023-04-10,West,Widget A,7,44.41,310.87
2023-04-10,West,Widget B,19,26.77,508.63
2023-04-10,West,Widget C,7,48.51,339.57
2023-04-10,West,Widget D,10,33.64,336.4
2023-04-11,North,Widget A,6,38.92,233.52
2023-04-11,North,Widget B,9,68.16,613.44
2023-04-11,North,Widget C,4,20.68,82.72
2023-04-11,North,Widget D,9,94.54,850.86
2023-04-11,South,Widget A,1,55.47,55.47
2023-04-11,South,Widget B,12,25.35,304.2
2023-04-11,South,Widget C,17,30.53,519.01
2023-04-11,South,Widget D,1,78.41,78.41
2023-04-11,East,Widget A,9,98.68,888.12
2023-04-11,East,Widget B,14,72.21,1010.94
2023-04-11,East,Widget C,18,36.73,661.14
2023-04-11,East,Widget D,12,84.15,1009.8
2023-04-11,West,Widget A,17,29.0,493.0
2023-04-11,West,Widget B,19,99.25,1885.75
2023-04-11,West,Widget C,6,56.99,341.94
2023-04-11,West,Widget D,8,35.87,286.96
2023-04-12,North,Widget A,4,71.61,286.44
2023-04-12,North,Widget B,10,63.31,633.1
2023-04-12,North,Widget C,15,92.21,1383.15
2023-04-12,North,Widget D,8,46.42,371.36
2023-04-12,South,Widget A,14,24.94,349.16
2023-04-12,South,Widget B,11,29.98,329.78
2023-04-12,South,Widget C,20,88.49,1769.8
2023-04-12,South,Widget D,8,18.43,147.44
2023-04-12,East,Widget A,17,29.39,499.63
2023-04-12,East,Widget B,9,41.96,377.64
2023-04-12,East,Widget C,13,30.05,390.65
2023-04-12,East,Widget D,15,30.05,450.75
2023-04-12,West,Widget A,18,76.07,1369.26
2023-04-12,West,Widget B,3,90.98,272.94
2023-04-12,West,Widget C,17,55.15,937.55
2023-04-12,West,Widget D,3,30.03,90.09
2023-04-13,North,Widget A,10,63.97,639.7
2023-04-13,North,Widget B,10,89.48,894.8
2023-04-13,North,Widget C,11,92.66,1019.26
2023-04-13,North,Widget D,16,17.78,284.48
2023-04-13,South,Widget A,16,23.06,368.96
2023-04-13,South,Widget B,6,64.33,385.98
2023-04-13,South,Widget C,14,60.46,846.44
2023-04-13,South,Widget D,14,78.46,1098.44
2023-04-13,East,Widget A,5,23.19,115.95
2023-04-13,East,Widget B,12,20.77,249.24
2023-04-13,East,Widget C,14,43.45,608.3
2023-04-13,East,Widget D,13,43.25,562.25
2023-04-13,West,Widget A,14,70.67,989.38
2023-04-13,West,Widget B,12,39.53,474.36
2023-04-13,West,Widget C,2,46.33,92.66
2023-04-13,West,Widget D,6,94.58,567.48
2023-04-14,North,Widget A,2,27.38,54.76
2023-04-14,North,Widget B,1,73.48,73.48
2023-04-14,North,Widget C,8,77.05,616.4
2023-04-14,North,Widget D,11,14.99,164.89
2023-04-14,South,Widget A,16,48.12,769.92
2023-04-14,South,Widget B,10,39.7,397.0
2023-04-14,South,Widget C,10,88.72,887.2
2023-04-14,South,Widget D,5,10.57,52.85
2023-04-14,East,Widget A,3,66.45,199.35
2023-04-14,East,Widget B,20,12.27,245.4
2023-04-14,East,Widget C,14,56.92,796.88
2023-04-14,East,Widget D,19,82.41,1565.79
2023-04-14,West,Widget A,15,25.78,386.7
2023-04-14,West,Widget B,10,78.75,787.5
2023-04-14,West,Widget C,1,52.24,52.24
2023-04-14,West,Widget D,1,20.38,20.38
2023-04-15,North,Widget A,10,28.66,286.6
2023-04-15,North,Widget B,9,89.55,805.95
2023-04-15,North,Widget C,6,43.77,262.62
2023-04-15,North,Widget D,19,67.36,1279.84
2023-04-15,South,Widget A,2,50.21,100.42
2023-04-15,South,Widget B,2,83.27,166.54
2023-04-15,South,Widget C,17,47.31,804.27
2023-04-15,South,Widget D,11,31.91,351.01
2023-04-15,East,Widget A,13,74.75,971.75
2023-04-15,East,Widget B,13,87.51,1137.63
2023-04-15,East,Widget C,7,86.11,602.77
2023-04-15,East,Widget D,8,53.88,431.04
2023-04-15,West,Widget A,15,46.9,703.5
2023-04-15,West,Widget B,3,77.11,231.33
2023-04-15,West,Widget C,12,66.8,801.6
2023-04-15,West,Widget D,15,97.18,1457.7
2023-04-16,North,Widget A,9,37.6,338.4
2023-04-16,North,Widget B,11,77.85,856.35
2023-04-16,North,Widget C,11,96.74,1064.14
2023-04-16,North,Widget D,20,64.23,1284.6
2023-04-16,South,Widget A,19,27.52,522.88
2023-04-16,South,Widget B,15,47.12,706.8
2023-04-16,South,Widget C,17,19.48,331.16
2023-04-16,South,Widget D,20,49.56,991.2
2023-04-16,East,Widget A,10,74.51,745.1
2023-04-16,East,Widget B,9,16.61,149.49
2023-04-16,East,Widget C,5,77.59,387.95
2023-04-16,East,Widget D,4,28.24,112.96
2023-04-16,West,Widget A,16,75.64,1210.24
2023-04-16,West,Widget B,8,23.06,184.48
2023-04-16,West,Widget C,8,49.4,395.2
2023-04-16,West,Widget D,8,13.48,107.84
2023-04-17,North,Widget A,12,54.02,648.24
2023-04-17,North,Widget B,5,90.03,450.15
2023-04-17,North,Widget C,14,90.09,1261.26
2023-04-17,North,Widget D,8,40.09,320.72
2023-04-17,South,Widget A,4,47.18,188.72
2023-04-17,South,Widget B,9,81.01,729.09
2023-04-17,South,Widget C,6,37.07,222.42
2023-04-17,South,Widget D,19,24.05,456.95
2023-04-17,East,Widget A,4,26.11,104.44
2023-04-17,East,Widget B,13,26.9,349.7
2023-04-17,East,Widget C,13,27.73,360.49
2023-04-17,East,Widget D,11,98.6,1084.6
2023-04-17,West,Widget A,17,50.32,855.44
2023-04-17,West,Widget B,11,74.03,814.33
2023-04-17,West,Widget C,6,49.99,299.94
2023-04-17,West,Widget D,7,22.94,160.58
2023-04-18,North,Widget A,12,53.14,637.68
2023-04-18,North,Widget B,17,59.03,1003.51
2023-04-18,North,Widget C,5,88.25,441.25
2023-04-18,North,Widget D,10,61.5,615.0
2023-04-18,South,Widget A,14,51.37,719.18
2023-04-18,South,Widget B,12,89.96,1079.52
2023-04-18,South,Widget C,4,24.91,99.64
2023-04-18,South,Widget D,14,71.79,1005.06
2023-04-18,East,Widget A,19,35.62,676.78
2023-04-18,East,Widget B,17,67.64,1149.88
2023-04-18,East,Widget C,6,56.62,339.72
2023-04-18,East,Widget D,1,68.96,68.96
2023-04-18,West,Widget A,20,56.75,1135.0
2023-04-18,West,Widget B,15,28.97,434.55
2023-04-18,West,Widget C,17,11.35,192.95
2023-04-18,West,Widget D,8,64.49,515.92
2023-04-19,North,Widget A,16,80.51,1288.16
2023-04-19,North,Widget B,14,73.82,1033.48
